t,x,y,dx,dy
0.0,10.445280686995766,6.322458122014183,192.07872317577852,1.5273819978037118
0.01,12.36606791875355,6.33773194199222,-78.66303644595689,-39.62362436612972
0.02,8.872019958076628,5.529985634691588,76.14609589683118,-13.4212712233832
0.03,13.888989836690172,6.069306517524555,55.84731126123455,39.566932790637395
0.04,9.988966183301315,6.321324290504335,-304.47194717822066,-48.42732597537807
0.05,7.799550893125757,5.1007599980169935,-98.16876711207709,-23.832555053792873
0.06,8.025590841059772,5.844673189428477,154.41943123902945,1.015505416233907
0.07,10.887939517906352,5.121070106341669,160.97070573934934,-30.958587816237127
0.08,11.245004955846763,5.225501433103733,-59.00953068610397,11.281476737886294
0.09,9.707748904184275,5.346699641099395,-304.9939626644844,0.6826377342130172
0.1,5.1451257025570705,5.239154187787993,65.70540812657799,-7.986495324901682
0.11,11.02185706671582,5.186969734601361,450.0364912267616,-66.15928519799598
0.12,14.145855527092298,3.915968483828075,-38.38796711605505,-24.685818557817612
0.13,10.254097724394711,4.693253363445011,-677.7073458122318,31.896418308270313
0.14,0.5917086108476495,4.553896849993482,-50.98091225490134,60.389839371610236
0.15,9.234479479296633,5.901050150877211,291.6428250589179,-14.219925682920547
0.16,6.424565112025972,4.2694983363350625,-185.24740057782174,-128.29867542360347
0.17,5.529531467740195,3.3350766424051397,11.914649825726485,-22.53909170965423
0.18,6.662858108540496,3.8187165021419744,273.58115755041865,84.9014239933062
0.19,11.001154618748574,5.033105122271265,522.7207829861577,-14.265979219985155
0.2,17.117273768263658,3.5333969177422713,-104.83258473676085,-97.86764761683187
0.21,8.904502924013398,3.0757521699346255,-580.1347376073596,27.987438429390664
0.22,5.5145790161164845,4.093145686330089,-169.7475383500718,55.128316029759134
0.23,5.509552157011959,4.178318490529809,-120.0475579046271,-21.319807139621787
0.24,3.1136278580239507,3.6667495435376547,416.996474179277,-64.00271488538718
0.25,13.849481640597531,2.898264192822065,466.7791824522122,-17.968157783804912
0.26,12.449211507068203,3.307386387861556,-392.935424279537,24.255715910014203
0.27,5.990773155006783,3.3833785110223493,-638.591752921368,31.345544842327
0.28,-0.3226235513591691,3.9342972847080966,222.31545485815394,-44.24185246449795
0.29,10.437082252169759,2.498541461732403,511.43026018076904,-45.16937447104618
0.3,9.90598165225613,3.0309097952871857,-286.01357144102167,33.33572972344233
0.31,4.716810823349322,3.16525605620125,-336.2292573492816,33.72092941264549
0.32,3.181396505270493,3.7053283835400963,45.092054083035606,7.358479677285914
0.33,5.618651905010035,3.3124256497469684,-187.60473204066133,-51.78138275350142
0.34,-0.5706981355427372,2.669700728470067,214.5716397219827,-16.12981135624176
0.35000000000000003,9.910084699449692,2.989829422622133,583.216437419659,-39.040673149127144
0.36,11.093630612850472,1.888887265487533,-166.8690723065638,15.347950732025822
0.37,6.572703253318393,3.2967884372626632,-439.9436270246754,-15.864500558679751
0.38,2.2947580723569576,1.5715972543139378,91.32934849540567,-38.37361142103474
0.39,8.399290223226508,2.529316208841968,136.3098311406747,79.86133130850179
0.4,5.020954695170453,3.168823880483975,-359.72548428625026,-5.972177794199567
0.41000000000000003,1.204780537501497,2.4098726529579766,-32.47530238935656,-10.514697959139312
0.42,4.371448647383284,2.9585299213011815,593.2712189874973,5.950706024247651
0.43,13.070204917251452,2.528886773442924,133.54175591674857,-35.2601901813609
0.44,7.042283765718258,2.253326117673963,-284.80835132320556,6.679441566966162
0.45,7.374037890787335,2.662475604782247,81.91919370862905,5.70294279548456
0.46,8.68066763989084,2.3673849735836545,-0.8871671713757792,32.44914109638793
0.47000000000000003,7.356294547359819,3.3114584267100065,103.52789251247242,-48.49152177186522
0.48,10.751225490140259,1.3975545381463674,24.191269420479216,-24.023268308597608
0.49,7.840119935769368,2.8309930605380744,-299.76423007688743,-14.140933504475676
0.5,4.755940888602505,1.1147358680568535,315.4971170439033,-53.593087802711125
