t,x,y
0.0,10.945453108638127,4.882850898103174
0.01,10.77765878818865,4.7009892561131075
0.02,10.575078888913342,4.746974256115496
0.03,10.52123299913802,4.642343498559241
0.04,10.357250409737455,4.521792211329978
0.05,10.259923088119864,4.3533447442033975
0.06,10.126657805302637,4.366567623146237
0.07,10.08321162690919,4.215479918974153
0.08,9.951710647145399,4.135144888010008
0.09,9.843315817188726,4.030407689514791
0.1,9.743138501863742,3.977379231902721
0.11,9.62756878307006,3.920299169191706
0.12,9.520343765132047,3.7840723641111165
0.13,9.585335633082915,3.7927222347613814
0.14,9.377709523463063,3.6547822324157893
0.15,9.436150643237838,3.6582791217143154
0.16,9.328096558306287,3.514402737574505
0.17,9.209971789594421,3.491305740386209
0.18,9.139805722328498,3.3967166066227628
0.19,9.127235759362192,3.4133096416362645
0.2,9.035029789967316,3.267166426902551
0.21,8.979278090048675,3.1446028567877424
0.22,8.881946791116546,3.1290477136968713
0.23,8.889589232031078,2.961719137499033
0.24,8.870402364045454,2.9820352588337546
0.25,8.837664415329803,2.922758961284169
0.26,8.77238835433306,2.835171929996224
0.27,8.854467280815475,2.785805686437351
0.28,8.759930041770641,2.760923768639149
0.29,8.758745857585016,2.67108316107128
0.3,8.717707148180583,2.624445742353635
0.31,8.673083724719103,2.608157583426603
0.32,8.611165081122317,2.52945564600174
0.33,8.684351773580177,2.5388736640876055
0.34,8.621188266154638,2.353136477914809
0.35000000000000003,8.685179783336656,2.3635928987497876
0.36,8.639491861024531,2.2987402966934685
0.37,8.654463890507618,2.2648549892635423
0.38,8.573471599535166,2.160081683276157
0.39,8.644989111988396,2.099492477736494
