t,x,y
0.0,7.894331133579609,5.432681814486915
0.01,9.820067541682183,5.160225695043107
0.02,13.882193834203969,5.109063334271628
0.03,13.855051564230301,5.202188691812578
0.04,14.195660029514954,4.013817026450945
0.05,7.456602453518101,3.7974602495008365
0.06,11.418824183823709,4.291433167113396
0.07,12.425214999489597,4.524403818330318
0.08,10.072564304743853,5.4893969980310064
0.09,11.462810331807326,4.154077045343594
0.1,6.738786009596822,4.768987238597617
0.11,12.443550763235441,3.379069544201801
0.12,9.179824421225845,4.058910709674777
0.13,4.7484182508530735,3.6835152358838585
0.14,13.715511344160824,2.838398972312102
0.15,11.019264998976066,4.775862840865105
0.16,7.723737145418094,3.3542805586403652
0.17,10.194939113970428,3.836833509859529
0.18,10.721421393989075,2.601490478798248
0.19,7.2860473966480575,3.4577813788979217
0.2,8.605684627683825,3.984245455420737
0.21,8.592367392515076,3.0509122545482734
0.22,15.014491184966342,3.1504269750481115
0.23,6.654800619109519,3.1312041349730504
0.24,8.871941732362009,3.4772999648128744
0.25,10.906849614606763,2.8161287895729927
0.26,8.441286477127218,2.6418669608792666
0.27,13.580850170333154,4.043535920709706
0.28,9.433291227309638,3.1525690954089756
0.29,10.681425410079672,2.477475659197891
0.3,8.089410994167356,2.4391479388120865
0.31,3.9670521894404356,2.2259550086132998
0.32,11.015110216039252,3.13664164058278
0.33,9.083704942591474,2.338974346539711
0.34,11.611365627558538,3.6823181345020775
0.35000000000000003,7.001023895504755,2.008540475210527
0.36,8.479358632333662,2.7185768333716025
0.37,7.2747959223579866,2.623247908948865
0.38,7.69781023652409,2.6316207740648654
0.39,8.929213236965992,2.016024370526324
0.4,12.301198039199075,1.53725341296244
0.41000000000000003,7.654183647276998,2.592163957950374
0.42,12.225180048151167,2.2497259913629675
0.43,3.533336525684163,2.502641925699436
0.44,11.066833838577118,1.852524190574212
0.45,4.325280683391217,2.483442037349287
0.46,15.286583159055969,2.254603555411827
0.47000000000000003,14.09047906625587,1.5508217411221352
0.48,10.748507845292124,1.5166886443979366
0.49,6.9347068445883,1.654433537030907
0.5,7.599099190724013,1.388883894258497
0.51,8.061494650670383,1.544145964107478
0.52,9.52656202375802,1.8198927676936603
0.53,6.752330898710249,1.8953002252765327
0.54,5.115713887586965,1.7120608334021623
0.55,10.782261097883774,0.3160214992682333
0.56,9.58891776689838,2.2415706047608293
0.5700000000000001,11.984102500361914,1.3012211412319254
0.58,9.093381497577745,1.7222658971486706
0.59,11.22251319220001,1.994130699077726
0.6,11.250670533776429,2.015562089149372
0.61,12.070365102564432,1.0287058825004993
0.62,7.94158948128417,1.1373561121805364
0.63,12.218340068404924,0.9145929534425707
0.64,13.710446951133312,0.5027396980812991
0.65,10.358759242622432,0.825060701324999
0.66,12.131178753976691,1.4134107647934941
0.67,10.825795353184986,0.6001031352373826
0.68,8.73479553214032,0.906600347889202
0.6900000000000001,14.348477342350876,0.8925417135722382
0.7000000000000001,12.966422718650646,1.7669969076790002
0.71,9.061783149700858,0.9197663258084277
0.72,5.108888385225818,0.9626314490645249
0.73,13.815604609814894,0.6289557949997651
0.74,12.82223938791909,1.6038037057836452
0.75,12.9256328884096,0.8788683103082039
0.76,12.615380826819896,0.7224490216997383
0.77,10.781495199762043,2.460362418173905
0.78,10.599700298014923,0.6770052164023537
0.79,12.642878748345048,1.2114551717415842
0.8,14.499782473750827,0.5972443702817201
0.81,9.236991235101648,0.4540940797815204
0.8200000000000001,14.649932535924336,1.6150729709428806
0.8300000000000001,10.289741786659123,0.6870543812665866
0.84,12.541949518490211,0.4128326765895316
0.85,11.236207925306234,1.4854901898839912
0.86,9.184477479856367,1.142183892008144
0.87,16.377593484523903,0.2970683291167884
0.88,16.22125030736366,0.9019477481324233
0.89,11.50040834492178,1.3826424628184273
0.9,13.394806928217763,0.7315792831712061
0.91,11.569157192166218,0.3717791151129928
0.92,11.740764795110572,0.7021542133233453
0.93,15.730165649833362,0.6820131615750331
0.9400000000000001,14.441199507673716,0.589782227182266
0.9500000000000001,15.087038990593781,0.7587091522078871
0.96,17.538184748924174,0.9350042605580652
0.97,8.973930445998981,0.7048297659995397
0.98,12.695403079393875,1.3107147866011337
0.99,14.16810200609653,1.245597648961636
1.0,16.416836238193284,0.3581903907274959
1.01,13.428401612865573,0.7507985917417075
1.02,11.289477080645181,2.668068403236195
1.03,16.110047291807593,-0.028226155389391216
1.04,10.492849664177136,0.7667224132307676
1.05,13.65212373715671,-0.2068299823583456
1.06,9.821633693088096,0.6835052102236272
1.07,13.651856940251523,0.8930237408859601
1.08,14.802151964288653,1.2852328913012911
1.09,9.861072574953248,0.9892590421253848
1.1,12.990503838462008,0.09709641058078589
1.11,18.367009749666217,-0.4814516119929312
1.12,15.38692860993936,0.4085424745932038
1.1300000000000001,19.30782575659196,-0.23143299750294555
1.1400000000000001,16.94048600159054,0.8707559528493068
1.1500000000000001,15.982093899155206,0.6524321513002184
1.16,15.708728839611702,-0.25760210262590866
1.17,14.726532311949835,-0.5347127173130668
1.18,19.21748119372485,1.1124073963304446
1.19,12.40498933157679,1.250693341253252
1.2,16.18799661575759,-0.3226435869266533
1.21,14.691479155716735,0.8746300884758632
1.22,16.691983488983333,-0.08197570372508911
1.23,19.079001732739805,0.4015296944562334
1.24,15.76700684763981,-0.19793590299489827
1.25,18.91645571256132,0.998900732733213
1.26,14.459582394819803,0.33374389125222437
1.27,16.889789058041472,0.5906163594507994
1.28,14.64641541398574,1.6366295993907203
1.29,18.82468387122688,0.9966714265109655
1.3,17.205672746650816,1.6875525709991728
1.31,19.64728366754656,-0.5592336824808224
1.32,21.446734172968025,0.4467067943819419
1.33,15.507695331509268,0.43596644604695683
1.34,16.150438662470933,0.8681213584941534
1.35,20.784467669559515,-0.3403259753839341
1.36,21.097005350320572,1.0551233307986911
1.37,11.939484669085498,1.1984647539815745
1.3800000000000001,21.43782695579007,0.9171079049588632
1.3900000000000001,23.871133349499118,0.4124158468358087
1.4000000000000001,17.26279257333735,0.6489295254410771
1.41,19.52202184917143,0.6895336471586883
1.42,13.29582212954828,0.1885558594468911
1.43,28.01210171143289,0.6382290437768805
1.44,23.48342298216514,0.6137412968300479
1.45,19.677227467607445,0.8995511970592327
1.46,23.084552388464246,0.20930626405845845
1.47,20.51265196042864,0.7935713389434904
1.48,18.897927609183405,-0.08079087417625547
1.49,24.914395449689252,1.0601994176150555
1.5,21.066217223425756,1.2965264502280454
1.51,24.36639198920277,0.6291800537843515
1.52,20.51958182835045,0.8338797890984635
1.53,20.641535825703407,0.346886801632608
1.54,20.586605854437547,1.0808238152328455
1.55,23.031671875664326,0.39331228851580957
1.56,24.825203263612345,1.8082801170682596
1.57,26.13154640372214,-0.5041649233824028
1.58,23.27055520124047,0.441058288677685
1.59,21.78452246048139,-0.1779995532986942
1.6,28.71774077974201,0.8154945205994713
1.61,26.65061515145122,0.5920220181208017
1.62,26.61580922048401,0.6648375490376015
1.6300000000000001,24.877923364658702,0.2676290247701571
1.6400000000000001,21.65418352312856,-0.0422669310775447
1.6500000000000001,24.62850911868318,-0.14758321899170956
1.6600000000000001,25.98484031308398,-0.1550748097787294
1.67,27.502553679459503,-0.4441187879044514
1.68,26.366856004792737,1.0875919464649175
1.69,28.181931164937346,0.052491976041815214
1.7,29.751722108255873,0.3733825630862015
1.71,27.16034903514359,0.3226806538475779
1.72,21.17730007104253,0.6747854682659622
1.73,27.838515569788292,0.7816964689865648
1.74,23.913450250455597,0.8069465560274405
1.75,25.127867816096515,-0.327893314777057
1.76,24.24443052484254,0.4610248615411551
1.77,26.327452205484274,1.227028815556408
1.78,30.13585294496882,0.9997722150702298
1.79,27.541643414523914,-0.27646370872912984
1.8,23.543584742759702,0.21237277371379584
1.81,32.29783422407253,1.0607000635579908
1.82,23.91074000899277,0.49696905463553737
1.83,31.14049797049115,-0.22548407549648297
1.84,29.359982882252314,-0.07513679996973738
1.85,30.035468185606668,0.45525420214082246
1.86,28.883178846172466,0.27392683227653125
1.87,28.10531101755259,0.4013967295408806
1.8800000000000001,20.891727029784036,0.6122317490575937
1.8900000000000001,33.72041016253961,-0.4189639984572252
1.9000000000000001,30.357885736538964,0.6758310508889018
1.9100000000000001,29.121911594860325,-0.05507859914429797
1.92,31.30255966492199,0.7632875183550978
1.93,27.690364528731642,0.4732865193110134
1.94,33.63590305612745,-0.4461713310514712
1.95,32.792164108525434,1.1712618955455774
1.96,32.62913633793381,0.2504666473550243
1.97,37.18472204711115,0.010362986659624318
1.98,32.755284481199375,1.112773390232692
1.99,38.74482693384807,-0.2713076560461777
2.0,33.27011467106364,0.6242483036480173
2.0100000000000002,37.910007668480425,0.6125257427918476
2.02,32.68737774472352,0.8062542770220628
2.0300000000000002,28.15735695157584,0.4325388800419916
2.04,37.26337689207344,0.9907373283296874
2.05,36.714357905797996,-0.46649603455473354
2.06,38.488405046146596,0.0493723007332455
2.07,34.66601136380149,1.0196649342077562
2.08,30.50059360827306,1.6459252606614931
2.09,39.331279510596374,0.8735660436055812
2.1,36.548743491833044,0.7702035354998111
2.11,39.141376658674574,0.5059315856399349
2.12,33.19378711820236,0.6263984469814373
2.13,38.74747404967456,0.9140844898101368
2.14,39.571140155114946,0.5318493747672511
2.15,39.17771941254748,-0.47435884812814383
2.16,33.539243222120554,0.32039153449047214
2.17,37.286977683090804,0.6486289740362242
2.18,36.11087724504914,0.06662624665559747
2.19,42.1581718582055,0.3977610029893593
2.2,37.84423104518802,0.7181020914220352
2.21,41.57289903070265,-0.18917212389156196
2.22,39.26279326798915,0.5223083533126733
2.23,40.923936210606065,0.26021747979155185
2.24,40.28501027930883,-1.129283720085786
2.25,43.66013316477136,0.5990287864888008
2.2600000000000002,42.201055546431306,-0.6060038790246389
2.27,41.73888234268068,0.4165783314776337
2.2800000000000002,42.6703168174783,0.3717790735646092
2.29,37.12397104805752,0.7795238732297842
2.3000000000000003,45.717118187614304,0.8103495889069969
2.31,48.21194748252909,0.5621590549607433
2.32,48.75812575762696,-0.2561452536054153
2.33,47.1459556229294,0.31688480686700926
2.34,49.682556293504675,0.17856548795116706
2.35,44.374199696692585,0.09313207959420028
2.36,47.746965438243144,0.012874476394230061
2.37,49.20626722685473,0.8922572560051516
2.38,47.23723727404641,0.5578076657325802
2.39,45.61088150144233,1.5744064334675811
2.4,50.28290328972674,-0.16428180911893775
2.41,51.22448980328024,-0.11900876156669604
2.42,49.539532952831344,0.863227096850173
2.43,48.061438109219765,0.1763196175460704
2.44,50.44981837406838,0.8401367199918587
2.45,50.41955048331863,0.7448659074596492
2.46,46.15987001673832,0.5103439709175089
2.47,47.716679001643165,0.6067166207055218
2.48,47.92955154320575,0.095417008772826
2.49,48.64388384390722,0.31260027878019087
2.5,50.87660478410114,0.48355758718646213
2.5100000000000002,53.81377114000763,0.023982295016166444
2.52,57.19911134964168,0.36367582348155025
2.5300000000000002,50.61569764147496,0.7507690891089382
2.54,52.038913545720106,0.32009336877403755
2.5500000000000003,54.245608186038375,-0.11165565330008076
2.56,57.06982263347686,-0.15700203415458525
2.57,52.50723387272918,1.2557196583539727
2.58,58.25738000995803,0.8646047307301221
2.59,51.21231865898335,0.4665661396402242
2.6,54.032859792273335,0.3407180464538649
2.61,55.282416923389455,0.9447824227963875
2.62,59.18046396726559,0.8903445934258958
2.63,54.5651389452461,0.8019664260752882
2.64,58.26476887598239,1.311104451903435
2.65,56.17185402792064,0.571996776655013
2.66,56.50617177362501,0.2326962432845926
2.67,59.95259370812987,0.5855167598356568
2.68,61.94792073662701,1.4156540460943345
2.69,59.75003627604643,1.1098436398679876
2.7,58.99816093659138,1.1287587064126448
2.71,60.89042134134405,1.7082518131391478
2.72,59.6421977918573,1.7080330013283396
2.73,63.36523482293114,1.3428535070270557
2.74,58.43325703399,0.6128579996603464
2.75,62.20593730256588,1.2990492458973597
2.7600000000000002,58.993130223251136,2.254126399711134
2.77,63.53977148721834,1.2516824545683878
2.7800000000000002,65.0212783009999,0.9373475725536982
2.79,57.70890405806229,1.354259380809621
2.8000000000000003,62.093659464321874,1.4916164193944708
2.81,65.10389395336702,0.6362384684005433
2.82,62.622821188512276,2.1063363445376875
2.83,69.52117869477216,1.6243115544507043
2.84,66.02727866677688,1.9327088937316121
2.85,66.8538802982303,3.3119029892925713
2.86,71.3232932272539,1.5270112510665834
2.87,65.77469343901849,2.621311476291424
2.88,68.67148408926782,2.5792244999325264
2.89,69.2021599965534,1.6323898801909074
2.9,63.81614647782255,1.3569318162720831
2.91,65.67082933424192,2.5170788439377487
2.92,66.35149835712873,3.522269350637335
2.93,63.410616171969885,2.3060664514785447
2.94,71.35347468381164,3.6254744445590568
2.95,65.62572007961461,2.8163313019272507
2.96,70.61470359905066,1.617265155020358
2.97,71.00059635461913,2.9500044299065835
2.98,67.51234823403324,3.520808919955197
2.99,69.02904847964456,2.652087714226549
3.0,72.80929620836257,2.840888237789169
3.0100000000000002,72.63173909041771,1.963197715365272
3.02,71.51951158806494,3.2838585616751854
3.0300000000000002,69.64670391503175,3.701818478074757
3.04,71.76098153588926,3.2607552276519347
3.0500000000000003,68.10641609422295,3.7061910304796544
3.06,69.9629122399786,4.03890147053316
3.0700000000000003,69.21064010225184,4.415546034983398
3.08,63.239961447404674,4.235700705453962
3.09,68.29328509781861,4.6609376757263306
3.1,75.0322461189122,5.173764901463925
3.11,71.28949241942149,4.645536335033406
3.12,69.55809799576836,6.11831369210398
3.13,65.48490859926535,4.91851310030216
3.14,61.950466064290595,4.723663963619876
3.15,70.90277583199634,4.821706127143253
3.16,65.18417668620016,6.317535627620159
3.17,65.49434611960736,6.232564147534488
3.18,64.18242428007645,6.870652965006177
3.19,59.663687247548545,6.2983386809044015
3.2,63.04575448916553,5.65037034313313
3.21,60.39331686939623,6.839581298936435
3.22,66.30428284130922,6.81201989907558
3.23,64.59024754936333,6.9936474031661096
3.24,65.28886208320381,7.3943124555407485
3.25,62.658429686303734,9.542782295054066
3.2600000000000002,61.66155642094554,8.927454442143784
3.27,54.75639717480775,8.650913642468192
3.2800000000000002,59.187244632787184,8.44339611829093
3.29,56.92527223100662,8.14730537533681
3.3000000000000003,53.783032688725,8.291709301336875
3.31,49.7092558627551,9.6425158687503
3.3200000000000003,50.826813828612266,9.625534175784013
3.33,57.731635425130655,10.287048361112463
3.34,49.39007200985071,9.72205900441848
3.35,48.30753184248031,10.07607250560199
3.36,54.28729805446277,11.21019525180778
3.37,46.66843497055708,9.6830527239958
3.38,50.28301120390654,9.338130145587971
3.39,47.83444521115099,9.521802977432582
3.4,46.31590960333949,11.126741776510542
3.41,42.77271551163167,10.517478267014454
3.42,44.622708256250895,11.570040350292963
3.43,42.42189108402796,12.807743796603994
3.44,40.26601079276377,11.284107107601814
3.45,44.209687676741346,13.483706475535794
3.46,37.15732479371163,11.7220582769193
3.47,36.66694520588584,12.101139885331976
3.48,39.47340099305447,11.607009814771228
3.49,35.42128865418389,11.555144564153895
3.5,35.79251753328766,12.012311730658148
3.5100000000000002,35.43797748835281,12.086978067739464
3.52,33.80619841493826,11.315607690046289
3.5300000000000002,30.628730157431708,12.058961671508378
3.54,32.150339817112666,11.706383647917132
3.5500000000000003,29.17167302742349,12.893542622961215
3.56,31.21971440241162,11.961659993119879
3.5700000000000003,29.05887460914573,12.136866208086152
3.58,29.045391981181695,12.145952716524569
3.59,24.814313712001756,12.35095630963788
3.6,22.339266224354983,12.629299788063904
3.61,29.050349288158856,12.713316827343474
3.62,21.40710507546826,12.079992803035298
3.63,27.339304975819566,12.233147586337381
3.64,25.125417243804076,12.123806390289298
3.65,25.955307984262646,11.878909877007137
3.66,18.215819195982192,12.055367308860722
3.67,28.846420816372262,12.21976825021673
3.68,23.75391611486201,12.839919902342901
3.69,19.136512498304572,11.04499797205337
3.7,19.666378597986842,11.780358871290343
3.71,25.717079187552827,12.038557167611687
3.72,19.7873899597662,12.137352750402666
3.73,20.419548438786347,11.364095119398842
3.74,18.56114256437695,10.54203419744539
3.75,17.97305205534349,10.378563407877072
3.7600000000000002,12.066302754852005,10.335248482161663
3.77,21.756641106389793,10.521495739753528
3.7800000000000002,13.21411144417566,10.626299165699075
3.79,24.087972920653193,10.346950050794472
3.8000000000000003,24.019292923082517,10.596542861930763
3.81,10.325509303205777,10.332748596627626
3.8200000000000003,22.400892639552225,10.296775411404107
3.83,12.321942348667578,10.096418309875858
3.84,19.452331672243687,8.83425070093018
3.85,15.66380031835747,9.781423784492928
3.86,18.192243412320927,9.224173946118599
3.87,12.164213540043043,9.666670387004805
3.88,15.467120377990769,9.127147304955443
3.89,12.817300139275028,9.496410381599945
3.9,12.511948912040653,10.138721515406452
3.91,12.73802634836192,9.46153686580553
3.92,16.73544691177471,8.83329117110481
3.93,12.93530569688819,9.077768194285422
3.94,13.494646614763397,7.782126939715821
3.95,13.254993617095007,8.393274182883733
3.96,7.618057216428632,8.648850916718274
3.97,6.9843804834498275,7.998870367125756
3.98,12.097029508029312,6.727776169106507
3.99,11.48306484008057,6.9738246554359
